"","Gene","X.x","Pvalue.Gain.R","Diff.Gain.R","CV.Gain.R","Pvalue.Loss.R","Diff.Loss.R","CV.Loss.R","Pvalue.GainvLoss.R","Diff.GainvLoss.R","X.y","Pvalue.Gain","Diff.Gain","CV.Gain","Pvalue.Loss","Diff.Loss","CV.Loss","Pvalue.GainvLoss","Diff.GainvLoss","Three.Protein.Gain.x","Three.Protein.Loss.x","Three.RNA.Gain","Three.RNA.Loss.x","Uniprot_Acc","Three.RNA.Loss.y","Three.Protein.Gain.y","Three.Protein.Loss.y","RNA_ID.All","Variance.noAn","Variance.Mean.noAn","Variance.All","St.Dev.noAn","St.Dev.All","Chrm.Num.Arm","Acetylation.Var1","Acetylation.Freq","Methylation.Var1","Methylation.Freq","Phosphorylation.Var1","Phosphorylation.Freq","ubiquitination.Var1","ubiquitination.Freq","Sumoylation.Var1","Sumoylation.Freq","regulatory.Var1","regulatory.Freq","gene.CORUM.complex.subunits2","gene.Freq","PPI.Freq.x","PPI.Freq.y","PPI.Freq","log2.CoeffVar.RNA","log2.Protein.CoeffVar","Gene_Name","AmplificationRatio","EnsembleID","m","bm","bp","lp","lm","p","Mean_HalfLife","Intrinsic_Disorder_MobiBD","Intrinsic_Disorder_LowComplexity","Loops.in.Protein.ANCHOR.","Intrinsic_Disorder_Polarity","Intrinsic_Disorder_Polyampholyte","Intrinsic_Disorder_homology","Rate_3","Uniprot.ID","Aggregation.score","Dependency.Score","Gene.names","Non.exponential.decay.delta","Degradation.profile","Mutations.Var1","Mutations.Freq","mutations.FrameShift.Var1","mutations.FrameShift.Freq","mutations.nonsense.missense.Var1","mutations.nonsense.missense.Freq"
"1226","TWSG1",4618,3.07915642448242e-05,0.499070179672835,0.692432547066348,4.95123397507129e-10,-0.465220939855785,10.9981912101,4.59105517867736e-13,0.964291119528619,8248,0.274645420002922,0.132025075399965,-33.9751919916558,0.00462364041673575,-0.220849158365091,-0.474883389061418,0.00781440081209265,0.352874233765056,"Buffering","Buffering","Scaling","Scaling","Q9GZX9","Buffering","Scaling","Scaling","TWSG1..57045.",1.095785647,0.247323757,1.083110777,1.046797806,1.040726081,"18p",NA,0,NA,0,"Q9GZX9",2,"Q9GZX9",3,NA,0,NA,0,"Q9GZX9",2,2,5,7,-2.015527267,6.481677636,"TWSG1",0.008108108,"ENSG00000128791",0.899949025,-0.316130366,3.31347937,2.348304863,4.830293479,5.501564753,NA,NA,NA,NA,NA,NA,135,NA,"twsg1_human","-0.13",0.185516544,NA,NA,NA,"TWSG1",4,NA,0,"TWSG1",3
"1227","TXNDC5",4623,9.1855744203438e-07,0.319046033520859,-0.294226679927889,6.3417143621599e-08,-0.440367192157762,-0.121321893243547,1.42576733824869e-15,0.759413225678621,8258,0.16718310039801,0.141461967186353,1.30099730831912,0.0125135143576725,-0.267257298806846,-0.433584826627089,0.00158890815933524,0.4087192659932,"Buffering","Scaling","Scaling","Scaling","Q86UY0","Scaling","Buffering","Scaling","TXNDC5..81567.",0.866685167,0.12082799,0.773618164,0.930959272,0.879555663,"6p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,22,53,75,-3.048973405,5.115236384,"TXNDC5",0,"ENSG00000239264",2.007058883,0.790979493,3.182832005,2.635483747,4.448953535,6.478027246,221.2707,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.156146508,NA,NA,NA,"TXNDC5",19,NA,0,"TXNDC5",15
"1228","TXNRD1",4627,0.000495384604438944,0.269654054400691,-0.452156275473455,1.01134338778973e-05,-0.43357481964727,-0.351616217474637,6.0862015090758e-10,0.703228874047962,8264,0.0824506449405841,0.0813379194683546,0.292274514229138,0.000784654094852135,-0.188388868775456,-0.27556632361767,3.91989547865744e-05,0.269726788243811,"Buffering","Buffering","Scaling","Scaling","B7Z904","Buffering","Buffering","Scaling","TXNRD1..7296.",1.577648334,0.210352051,1.546614651,1.256044718,1.243629628,"12q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,9,28,37,-2.249122213,3.447011213,"TXNRD1",0.002702703,NA,NA,NA,NA,NA,NA,NA,77.7255,NA,NA,NA,NA,NA,NA,NA,"trxr1_human","-",-0.668005834,NA,NA,NA,"TXNRD1",25,"TXNRD1",3,"TXNRD1",17
"1229","TYROBP",4628,0.165451063761917,0.166160929705215,0.0983863686319259,0.948586425547965,0.00799092970521542,0.228244242216796,0.280935345599934,0.158169999999999,8270,0.95021269920595,-0.00804500243081066,207.523348566843,0.640316617570517,-0.0716890452071791,-2.80198716730319,0.695413436171412,0.0636440427763685,"Buffering","Buffering","Buffering","Buffering","O43914","Buffering","Scaling","Anti-Scaling","TYROBP..7305.",1.777050218,4.531081597,1.712255348,1.33306047,1.308531753,"19q",NA,0,NA,0,"O43914",5,NA,0,NA,0,NA,0,"O43914",1,5,11,16,2.179855472,4.392496925,"TYROBP",0.008108108,NA,NA,NA,NA,NA,NA,NA,17.93666667,NA,NA,NA,NA,NA,NA,NA,"tyobp_human","-",0.090939146,NA,NA,NA,"TYROBP",4,NA,0,"TYROBP",2
"1230","U2AF1",4630,0.000648393208803856,0.331318400597907,-0.862440612874925,5.56705037923427e-10,-0.425673108022782,-0.288218116897308,3.83136603233878e-11,0.756991508620689,8275,0.372960985471055,0.0616319215264668,1.35456727446806,0.0396490676026835,0.0889913617461877,0.582163246851252,0.702176760550558,-0.0273594402197209,"Buffering","Buffering","Scaling","Scaling","Q01081","Scaling","Buffering","Buffering","U2AF1..7307.",0.410165399,0.060317745,0.484119464,0.640441566,0.695786939,"21q","Q01081",2,"Q01081",6,"Q01081",17,"Q01081",5,"Q01081",3,"Q01081",1,"Q01081",5,23,66,89,-4.051273689,4.287127027,NA,NA,"ENSG00000160201",1.661184417,0.445105027,3.087831861,2.380211242,4.164986978,6.037152636,161.8404444,NA,NA,NA,NA,NA,153,0.121,"u2af1_human","0.56",NA,NA,NA,NA,"U2AF1",16,NA,0,"U2AF1",13
"1231","U2AF2",4631,0.138714958705856,0.118816609977324,-0.38528321584397,0.00296535513213534,-0.164258390022676,-0.200127361797808,0.00142129630204893,0.283075,8276,0.0525346984502936,0.109338311851337,0.26005292477316,0.858869774343392,-0.00817900031571191,0.720967534092924,0.0562668179971296,0.117517312167048,"Buffering","Buffering","Buffering","Buffering","P26368","Buffering","Buffering","Buffering","U2AF2..11338.",0.273591676,0.035734622,0.279805531,0.523059916,0.528966474,"19q","P26368",2,"P26368",3,"P26368",22,"P26368",9,"P26368",1,NA,0,"P26368",4,246,119,365,-4.806533655,2.128260118,"U2AF2",0.005405405,"ENSG00000063244",1.911616189,0.695536799,3.25784028,2.67669361,4.298896722,6.457592827,126.5687,NA,NA,NA,NA,NA,289,0.133,"u2af2_human","0.22",-1.406086658,NA,NA,NA,"U2AF2",16,"U2AF2",1,"U2AF2",7
"1232","UBAP1",4636,4.08223204411674e-05,0.275477936031984,0.259173334738012,6.68628580791873e-28,-0.524768778647486,2.15825190070109,3.76039642861285e-22,0.80024671467947,8290,0.000519453103012229,0.182133843748836,0.158181203048288,0.00220909720479361,-0.151935640578449,-0.369673140204864,1.17007691268922e-09,0.334069484327285,"Buffering","Buffering","Scaling","Scaling","Q9NZ09-4","Scaling","Buffering","Scaling","UBAP1..51271.",0.2375542,0.04920684,0.343579,0.4873953,0.5861561,"9p",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,5,14,19,-4.344997,1.034635,"UBAP1",0.002702703,"ENSG00000165006",1.42279,0.2067105,2.910997,2.700704,4.866352,5.621924,35.043,NA,NA,NA,NA,NA,NA,NA,"ubap1_human","0.21",-0.874379208,NA,NA,NA,"UBAP1",7,NA,0,"UBAP1",5
"1233","UBAP2",4637,5.39466375589234e-07,0.421416177328003,2.23434691186535,3.46449141429578e-13,-0.411328695378793,-0.352889325974541,2.31554493743241e-18,0.832744872706796,8291,0.000434067262670228,0.288016148070154,0.291459902166749,5.76499507798056e-07,-0.308169316539488,-0.32102960295572,5.38516834040149e-10,0.596185464609643,"Scaling","Scaling","Scaling","Scaling","Q5T6F2","Scaling","Buffering","Scaling","UBAP2..55833.",0.247424729,0.052275946,0.331401471,0.497418063,0.575674796,"9p","Q5T6F2",1,"Q5T6F2",4,"Q5T6F2",46,"Q5T6F2",8,NA,0,NA,0,NA,0,1,24,25,-4.257708912,2.059563846,"UBAP2",0.002702703,"ENSG00000137073",1.269239298,0.053159907,2.928847705,3.048830087,4.949614415,5.48622336,27.16733333,486,326,544,152,62,33,NA,"ubap2_human","0.34",-0.047764539,"UBAP2",-0.049708423,"ED","UBAP2",28,"UBAP2",1,"UBAP2",18
"1234","UBE2F",4643,0.0840296081641537,0.131584722222222,0.540783829774706,0.00707728196744447,-0.279520833333333,4.39614190079981,0.000734293066067476,0.411105555555556,8302,0.80604501628128,0.0224424400136485,0.505700227556574,0.327986666175753,-0.140940170200771,-5.50947581197608,0.307243173309276,0.16338261021442,"Buffering","Buffering","Buffering","Scaling","Q969M7","Buffering","Buffering","Scaling","UBE2F..140739.",0.371534907,0.071123618,0.366168604,0.609536633,0.60511867,"2q","Q969M7",1,NA,0,"Q969M7",4,"Q969M7",1,NA,0,NA,0,NA,0,8,4,12,-3.813527474,2.877936352,"UBE2F",0,"ENSG00000184182",1.150602995,-0.065476396,3.181628639,2.267171728,4.874691666,5.620367992,52.9985,NA,NA,NA,NA,NA,167,NA,"ube2f_human","-",0.062311637,NA,NA,NA,"UBE2F",8,NA,0,"UBE2F",6
"1235","UBE2G2",4644,0.000152551604417563,0.276794940209267,-0.381181682550801,2.76172645923503e-20,-0.47803495921602,-0.129569773147199,1.29130302976513e-16,0.754829899425287,8304,0.335206561925368,0.0499729577010114,0.41456014896004,0.0116860091962355,-0.112710717614068,-0.434876884744319,0.00806319873529545,0.162683675315079,"Buffering","Buffering","Scaling","Scaling","P60604","Scaling","Scaling","Buffering","UBE2G2..7327.",0.302237519,0.048403751,0.442924341,0.549761329,0.665525612,"21q",NA,0,NA,0,NA,0,"P60604",5,NA,0,NA,0,NA,0,19,36,55,-4.368737328,2.655278979,"UBE2G2",0.008108108,"ENSG00000184787",1.446632998,0.230553608,2.799912042,2.217483944,4.504606771,5.534681399,31.202,NA,NA,NA,NA,NA,164,0.196,"ub2g2_human","-0.44",-0.407040658,NA,NA,NA,"UBE2G2",4,NA,0,"UBE2G2",1
"1236","UBE2L6",4648,0.837792896844933,0.0212684466019417,0.393434060571268,0.000651658134707298,-0.36226535621496,0.497908936183552,0.00187351923887615,0.383533802816901,8311,0.851745010083975,-0.0204485038852098,-2.48046499592116,0.162867893539358,-0.171186342718816,-0.967959562868702,0.299951719635,0.150737838833606,"Buffering","Buffering","Buffering","Scaling","O14933","Buffering","Buffering","Buffering","UBE2L6..9246.",3.481293234,0.728158789,3.262587055,1.865822402,1.806263285,"11q","O14933",1,NA,0,"O14933",2,"O14933",4,NA,0,NA,0,NA,0,64,27,91,-0.457675003,7.329829901,"UBE2L6",0.008108108,NA,NA,NA,NA,NA,NA,NA,42.21975,NA,NA,NA,NA,NA,153,NA,"ub2l6_human","-0.23",0.070744219,NA,NA,NA,"UBE2L6",5,NA,0,"UBE2L6",3
"1237","UBE2M",4649,0.0876111072222269,0.207753987150416,-0.630141305589339,6.708353390283e-08,-0.459922864701436,-0.254161360921856,1.40113771723245e-06,0.667676851851852,8312,0.285955315831347,0.0681868557094789,0.37319808476924,0.127425005200573,-0.0967948844229971,-1.46473852687584,0.0311186355082267,0.164981740132476,"Buffering","Buffering","Buffering","Scaling","P61081","Buffering","Buffering","Scaling","UBE2M..9040.",0.487571098,0.078302361,0.477903653,0.698262915,0.69130576,"19q","P61081",2,"P61081",6,"P61081",9,"P61081",11,NA,0,NA,0,NA,0,491,45,536,-3.67480038,3.266662427,"UBE2M",0.005405405,"ENSG00000130725",1.474521752,0.258442362,2.940629535,2.26245109,3.511749711,5.703287646,136.8756667,NA,NA,NA,NA,NA,160,0.038,"ubc12_human","-0.02",-1.316045447,NA,NA,NA,"UBE2M",9,NA,0,"UBE2M",7
"1238","UBE2N",4650,0.000121664226845005,0.235158152678351,0.799127062912593,6.27921926400138e-16,-0.633022494465129,-0.360274234319125,7.03673491463822e-21,0.868180647143481,8313,0.0197435593884362,0.148331559432435,0.279025024886681,1.81208725120761e-09,-0.316918274697221,-0.122558627613159,1.85722372009585e-08,0.465249834129655,"Buffering","Scaling","Buffering","Scaling","P61088","Scaling","Buffering","Scaling","UBE2N..7334.",0.25769118,0.035735834,0.268863704,0.507632919,0.518520688,"12q","P61088",5,"P61088",2,"P61088",5,"P61088",7,"P61088",1,NA,0,"P61088",3,63,108,171,-4.806484727,3.380385058,"UBE2N",0.002702703,"ENSG00000177889",0.986688364,-0.229391026,3.098502449,2.181843588,4.563160586,5.373327172,321.1345714,NA,NA,NA,NA,NA,152,0.088,"ube2n_human","-0.04",-1.154515372,"UBE2N",-0.02266667,"ED","UBE2N",3,"UBE2N",1,"UBE2N",1
"1239","UBE2R2",4652,6.66820962297625e-08,0.340206796601699,0.206114768683539,6.80249930315373e-20,-0.437878132712785,2.21682489653125,7.42609814439605e-25,0.778084929314484,8317,0.0229537990785037,0.173164345655201,0.454184435282324,0.838375036208838,0.0108972642531514,2.70534920646871,0.0190610776864435,0.16226708140205,"Buffering","Buffering","Scaling","Scaling","Q712K3","Scaling","Buffering","Buffering","UBE2R2..54926.",0.226542932,0.048505996,0.303264635,0.475965264,0.550694684,"9p",NA,0,"Q712K3",1,"Q712K3",5,"Q712K3",10,NA,0,"Q712K3",1,NA,0,18,17,35,-4.365693104,2.559156449,"UBE2R2",0.002702703,"ENSG00000107341",1.755933352,0.539853962,2.901222423,2.376576957,5.012153622,5.945292134,38.37883333,NA,NA,NA,NA,NA,182,NA,"ub2r2_human","-",-0.091546398,"UBE2R2",0.032834291,"ED","UBE2R2",8,NA,0,"UBE2R2",3
"1240","UBE2S",4653,0.00299145116654449,0.300000989486704,-0.297925444779398,9.42458248163508e-08,-0.460699515563801,-0.228141543860032,6.42129359482018e-10,0.760700505050505,8318,0.452599489738096,0.0857332655944023,0.990096691488172,0.784613630656819,0.0326745156299794,1.55091818056996,0.702782983254758,0.0530587499644228,"Buffering","Buffering","Scaling","Scaling","Q16763","Buffering","Scaling","Buffering","UBE2S..27338.",0.706490868,0.101515488,0.74607354,0.840530111,0.863755486,"19q","Q16763",1,NA,0,"Q16763",6,"Q16763",9,NA,0,"Q16763",1,NA,0,32,19,51,-3.300228239,3.345833021,"UBE2S",0.002702703,"ENSG00000108106",1.196448177,-0.019631213,2.597658849,2.346352974,3.904877767,5.082243384,NA,NA,NA,NA,NA,NA,156,0.374,"ube2s_human","-0.13",-0.441141809,NA,NA,NA,"UBE2S",6,NA,0,"UBE2S",2
"1241","UBE4A",4658,7.49692432514416e-06,0.250446904026394,-1.91017612337342,8.05365870213351e-13,-0.393378541068417,-0.176318580619975,2.55016331426216e-18,0.643825445094811,8325,0.0093758999600581,0.13911293348651,0.301348922373959,0.0955875249294311,-0.0735322335733269,-0.446742520919773,0.000542087473306403,0.212645167059837,"Buffering","Buffering","Scaling","Scaling","Q14139-2","Scaling","Buffering","Scaling","UBE4A..9354.",0.264941863,0.065161788,0.323702545,0.514725036,0.568948631,"11q",NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,4,31,35,-3.939830009,6.676509579,"UBE4A",0,"ENSG00000110344",0.921865557,-0.294213833,2.891853747,3.027757205,4.597645831,5.101855663,65.92866667,NA,NA,NA,NA,NA,NA,NA,"ube4a_human","-",0.192568356,NA,NA,NA,"UBE4A",25,"UBE4A",2,"UBE4A",20
"1242","UBR2",4667,8.86944190676578e-09,0.302702811506155,0.347385772636749,2.4909333737163e-11,-0.473900547686663,-0.583253103407107,5.69427545292741e-20,0.776603359192818,8341,0.00916241294951573,0.135649423459093,0.277131946527686,0.00553913103408998,-0.17677044546148,-0.25442535114659,3.12751512097107e-05,0.312419868920572,"Buffering","Buffering","Scaling","Scaling","Q8IWV8","Scaling","Buffering","Buffering","UBR2..23304.",0.181696517,0.056001429,0.238457273,0.426258744,0.488320871,"6p",NA,0,NA,0,"Q8IWV8",23,"Q8IWV8",23,NA,0,NA,0,NA,0,14,46,60,-4.158392561,2.571162992,"UBR2",0.008108108,"ENSG00000024048",0.786100998,-0.429978392,2.889502081,3.244277121,4.967859078,4.963739437,29.10116667,NA,NA,NA,NA,NA,589,0.328,"ubr2_human","-0.12",-0.150969909,NA,NA,NA,"UBR2",23,NA,0,"UBR2",14
"1243","UCHL1",4672,0.00601419819872173,0.87826702247191,1.18046447402998,0.000326104806873966,-0.581252210050886,4.37105040495511,2.00469087300993e-05,1.4595192325228,8353,0.461289729457478,0.223828631335319,8.50277537312932,0.313683511255201,-0.1424928158582,-1.89621794514942,0.237945061835582,0.366321447193519,"Buffering","Buffering","Scaling","Scaling","P09936","Scaling","Scaling","Scaling","UCHL1..7345.",15.02115963,3.10191803,13.93032797,3.875714079,3.732335458,"4p","P09936",4,NA,0,"P09936",5,"P09936",14,NA,0,NA,0,"P09936",2,19,42,61,1.633160563,6.474149189,"UCHL1",0,NA,NA,NA,NA,NA,NA,NA,63.73,NA,NA,NA,NA,NA,223,NA,"uchl1_human","0.49",-0.071582558,"UCHL1",-0.027336914,"ED","UCHL1",2,NA,0,"UCHL1",2
"1244","UGDH",4676,0.0282062509856373,0.236279130253849,-0.264647711840308,5.62246868289721e-15,-0.478231409541265,-0.20796960676486,3.26243241683774e-08,0.714510539795114,8365,0.125478999670316,0.165740905777524,0.417902958647325,0.0325783673002527,-0.158379823667068,-2.4603035533263,0.0107455328882537,0.324120729444592,"Buffering","Buffering","Buffering","Scaling","O60701","Scaling","Scaling","Scaling","UGDH..7358.",2.182652357,0.409762096,1.866522479,1.477380234,1.366207334,"4p","O60701",9,NA,0,"O60701",21,"O60701",14,NA,0,"O60701",1,NA,0,6,39,45,-1.287141557,3.535602749,"UGDH",0,"ENSG00000109814",1.907114529,0.691035139,3.299378889,2.693726949,4.452644968,6.494629776,144.709375,NA,NA,NA,NA,NA,395,0.1,"ugdh_human","0.06",-0.137535083,"UGDH",-0.053820266,"ED","UGDH",12,"UGDH",1,"UGDH",7
"1245","UHRF2",4678,0.000294040699185762,0.295137214298834,3.59203451113382,6.44127423157617e-26,-0.607166164911881,-0.294907935792945,3.20830815911977e-20,0.902303379210715,8373,0.126669532458718,0.138749179947336,0.686353340314575,0.00326955465766778,-0.212898958182495,-0.870925406550441,0.00026965674308481,0.351648138129831,"Buffering","Buffering","Scaling","Scaling","Q96PU4","Scaling","Buffering","Scaling","UHRF2..115426.",0.407031735,0.086629982,0.62278711,0.637990388,0.789168619,"9p","Q96PU4",1,"Q96PU4",1,"Q96PU4",14,"Q96PU4",15,"Q96PU4",2,NA,0,NA,0,89,15,104,-3.528989766,1.737947031,"UHRF2",0.021621622,"ENSG00000147854",1.085798757,-0.130280633,2.664390161,2.904174368,4.971887884,5.038325276,63.9875,NA,NA,NA,NA,NA,636,NA,"uhrf2_human","-",-0.017536306,"UHRF2",0.026635252,"ED","UHRF2",8,NA,0,"UHRF2",2
"1246","UNC119B",4681,1.18452695974014e-05,0.290900950093082,0.504682214288854,4.50463199992177e-12,-0.41922150628699,-0.579114441435891,5.79770512702655e-17,0.710122456380071,8378,0.472929737248664,0.0569412899471056,1.51793575188827,7.02021988351255e-06,-0.322997014264665,-0.181930958775874,8.37809498792827e-05,0.379938304211771,"Buffering","Scaling","Scaling","Scaling","A6NIH7","Buffering","Scaling","Scaling","UNC119B..84747.",0.343729641,0.076722926,0.362260796,0.586284608,0.601881048,"12q","A6NIH7",2,NA,0,"A6NIH7",1,"A6NIH7",3,NA,0,NA,0,NA,0,2,10,12,-3.704198451,2.337285628,"UNC119B",0.002702703,"ENSG00000175970",0.870488813,-0.345590578,3.03447753,2.399673721,4.120771293,5.193102701,45.522,28,40,15,NA,NA,195,NA,"u119b_human","-",-0.160931812,NA,NA,NA,"UNC119B",8,"UNC119B",1,"UNC119B",4
"1247","UNC93B1",4685,0.0294549063169283,0.195327160299248,0.409906569656074,9.33002080021194e-08,-0.522166193764529,1.24758097043526,9.61117554697723e-10,0.717493354063776,8383,0.767601350926583,0.0346904542203871,2.82944184102664,0.00299415696674358,-0.380845993617829,-0.699795867363149,0.00850625879654934,0.415536447838216,"Buffering","Scaling","Buffering","Scaling","Q9H1C4","Buffering","Buffering","Buffering","UNC93B1..81622.",1.266184795,0.287985356,1.315704297,1.12524877,1.147041541,"11q",NA,0,NA,0,"Q9H1C4",6,"Q9H1C4",3,NA,0,NA,0,NA,0,29,6,35,-1.795932641,3.700442542,"UNC93B1",0.037837838,"ENSG00000110057",0.907055936,-0.309023454,2.756203114,2.775974331,4.114610984,4.951395408,30.195,105,159,29,NA,NA,68,NA,"un93b_human","-",NA,NA,NA,NA,"UNC93B1",18,"UNC93B1",2,"UNC93B1",7
"1248","UNG",4686,0.00632711991653281,0.187792708993981,0.558097514931124,3.60986689631015e-14,-0.555466418703002,-0.665366486265697,4.57464495489364e-16,0.743259127696982,8384,0.257816368575539,0.0988043341654808,0.690927045518068,0.0145604809035701,-0.256842761689078,-0.58325706424482,0.00323574593537168,0.355647095854559,"Buffering","Scaling","Buffering","Scaling","P13051","Buffering","Scaling","Buffering","UNG..7374.",0.462852412,0.082073201,0.488480708,0.680332575,0.698913949,"12q","P13051",2,NA,0,"P13051",16,"P13051",9,NA,0,"P13051",5,NA,0,3,10,13,-3.606944973,4.120965731,"UNG",0.002702703,"ENSG00000076248",1.317390608,0.101311218,3.524824774,2.495544338,4.118545785,6.13035174,63.16066667,68,21,76,NA,NA,221,0.063,"ung_human","0.27",-0.054049089,NA,NA,NA,"UNG",9,"UNG",1,"UNG",6
"1249","UPP1",4690,0.331380392533563,-0.12022472701058,-0.510104593158188,0.345301212022537,-0.109910054718034,-0.407209232743596,0.941087286155611,-0.0103146722925456,8392,0.793207708206144,-0.0294918066334659,-3.39753454898742,0.3520360186814,-0.0889034333491492,-0.81868717036157,0.604089915688432,0.0594116267156833,"Buffering","Buffering","Anti-Scaling","Buffering","Q16831","Scaling","Scaling","Buffering","UPP1..7378.",4.431568813,0.948648349,4.137447762,2.105129168,2.03407172,"7p",NA,0,"Q16831",1,"Q16831",4,"Q16831",4,NA,0,NA,0,NA,0,1,6,7,-0.076054696,2.49695538,"UPP1",0.064864865,"ENSG00000183696",1.246298105,0.030218715,2.694568862,2.491361694,4.290056882,5.229003325,89.02225,NA,12,NA,NA,NA,309,NA,"upp1_human","0.15",0.164926695,NA,NA,NA,"UPP1",9,"UPP1",1,"UPP1",6
"1250","UQCRFS1",4694,1.70190427341893e-05,0.60411022675737,0.683525567584892,0.637374592412251,-0.0628486621315193,5.18574648299169,0.000153410454096177,0.666958888888889,8402,0.252748357394341,-0.0902593160267203,-7.67908748712027,0.100265291184847,-0.128862931050574,-1.50591724169226,0.675114024441885,0.0386036150238538,"Buffering","Buffering","Scaling","Buffering","P47985","Buffering","Buffering","Buffering","UQCRFS1..7386.",0.207011161,0.040234231,0.307586751,0.454984792,0.554605041,"19q","P47985",2,"P47985",1,"P47985",8,"P47985",5,NA,0,NA,0,NA,0,6,34,40,-4.635432728,2.761909369,"UQCRFS1",0.013513514,"ENSG00000169021",1.098837124,-0.117242267,3.284394396,2.437750563,3.914924648,5.671367878,217.18625,NA,NA,NA,NA,NA,271,0.183,NA,NA,-0.755392626,NA,NA,NA,"UQCRFS1",8,NA,0,"UQCRFS1",6
"1251","URB1",4697,0.000845093038592792,0.224680680119581,-1.00711104718722,8.00120967001257e-20,-0.444092380225246,-0.187748244144427,3.24870017828733e-15,0.668773060344828,8405,0.852368659251875,-0.010310947346444,1.95951317982454,0.0737058068328002,-0.0725923918271349,-0.675905748067494,0.279599169625487,0.0622814444806908,"Buffering","Buffering","Buffering","Scaling","O60287","Scaling","Buffering","Buffering","URB1..9875.",0.318412299,0.08941317,0.413688526,0.564280337,0.64318623,"21q","O60287",2,"O60287",3,"O60287",26,"O60287",40,"O60287",1,NA,0,NA,0,0,36,36,-3.483368837,2.698249494,"URB1",0,"ENSG00000142207",1.078892762,-0.137186628,2.536910925,3.356217134,4.913861516,4.903940046,64.00516667,65,203,53,NA,NA,506,NA,"npa1p_human","-",-1.400149697,"URB1",0.468343626,"NED","URB1",69,"URB1",15,"URB1",39
"1252","USF2",4701,0.00170406619085382,0.260360275597418,0.477834383354433,0.000207619756747513,-0.241494681667539,16.5659210226633,6.03152014867821e-07,0.501854957264957,8414,0.886888078024027,0.00864915270018777,1.16575325204993,0.794523798195305,-0.0187426375214024,5.06065909743523,0.743782398134374,0.0273917902215902,"Buffering","Buffering","Scaling","Buffering","Q15853","Buffering","Buffering","Buffering","USF2..7392.",0.337365077,0.052166264,0.388669404,0.580831367,0.62343356,"19q",NA,0,NA,0,"Q15853",8,"Q15853",5,NA,0,"Q15853",3,"Q15853",1,25,11,36,-4.260739067,2.548492253,"USF2",0.016216216,"ENSG00000105698",1.343504671,0.12742528,2.685552043,2.539076099,4.033142177,5.317193072,50.616,74,98,151,NA,19,86,0.162,"usf2_human","-",-0.555237533,NA,NA,NA,"USF2",11,NA,0,"USF2",5
"1253","USP14",4705,9.27690334219597e-05,0.354442814523235,-3.67268048943159,9.21217033726853e-20,-0.480089647597977,-0.334888951646065,1.1789482975449e-14,0.834532462121212,8422,3.3748911686601e-06,0.266892765134561,0.0870830698286283,2.93519629166485e-10,-0.228321097372059,-0.245522672558481,1.13400313375793e-11,0.49521386250662,"Scaling","Buffering","Scaling","Scaling","P54578","Scaling","Scaling","Scaling","USP14..9097.",0.261447746,0.045589533,0.393046538,0.511319612,0.626934237,"18p","P54578",9,"P54578",1,"P54578",29,"P54578",26,NA,0,"P54578",1,NA,0,39,33,72,-4.455153557,NA,"USP14",0.008108108,"ENSG00000101557",1.649817337,0.433737947,3.233125892,2.693726949,4.73652,6.171079588,152.144375,NA,NA,NA,NA,NA,376,0.071,"ubp14_human","0.12",-0.130744673,NA,NA,NA,"USP14",9,NA,0,"USP14",8
"1254","USP15",4706,0.0842572834479915,0.0992449403104464,-0.505097183778131,4.19748644595467e-06,-0.26397584525253,-0.210532362509212,5.85815289204551e-07,0.363220785562976,8423,0.997707477366562,-0.000161306171621831,2.26095577742673,0.0616974282073814,-0.117507408757707,-0.674832784640825,0.11617038447581,0.117346102586085,"Buffering","Buffering","Buffering","Scaling","Q9Y4E8","Scaling","Buffering","Scaling","USP15..9958.",0.2712804,0.05766199,0.2814785,0.5208458,0.5305454,"12q","Q9Y4E8",2,"Q9Y4E8",2,"Q9Y4E8",33,"Q9Y4E8",22,NA,0,"Q9Y4E8",3,NA,0,119,96,215,-4.116235,NA,"USP15",0.002702703,"ENSG00000135655",1.204789,-0.01129078,3.101689,2.991669,5.100496,5.594614,141.8512,NA,NA,NA,NA,NA,821,NA,"ubp15_human","-",0.001125786,"USP15",-0.046431169,"ED","USP15",24,"USP15",2,"USP15",17
